"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Centro Nacional de Control del Gas Natural"|"2021"|"open"|"Licitación abierta"|5|5|189154343.4192|35.32|7.04
"Centro Nacional de Control del Gas Natural"|"2021"|"selective"|"Invitación a 3 o más"|3|3|280635462.31|52.4|4.23
"Centro Nacional de Control del Gas Natural"|"2022"|"direct"|"Adjudicación directa"|77|77|1603773717.99|18.05|59.23
"Centro Nacional de Control del Gas Natural"|"2022"|"framework"|"Contrato marco"|2|2|146595.58000000002|0|1.54
"Centro Nacional de Control del Gas Natural"|"2022"|"open"|"Licitación abierta"|32|39|7255860058.348638|81.66|30
"Centro Nacional de Control del Gas Natural"|"2022"|"selective"|"Invitación a 3 o más"|12|12|25486355.14|0.29|9.23
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2018"|"direct"|"Adjudicación directa"|112|112|464076534.15999997|88.27|92.56
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2018"|"open"|"Licitación abierta"|4|7|58177928.34|11.07|5.79
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2018"|"selective"|"Invitación a 3 o más"|2|2|3500320|0.67|1.65
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2019"|"direct"|"Adjudicación directa"|151|151|776914241.63|98.43|99.34
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2019"|"open"|"Licitación abierta"|1|1|12386600|1.57|0.66
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2020"|"direct"|"Adjudicación directa"|113|113|1514570345.1299999|82.25|97.41
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2020"|"open"|"Licitación abierta"|2|3|326749344.76|17.75|2.59
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2021"|"direct"|"Adjudicación directa"|113|114|35946790.56|19.69|97.44
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2021"|"framework"|"Contrato marco"|1|1|390209.5|0.21|0.85
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2021"|"open"|"Licitación abierta"|2|2|146244738.1|80.1|1.71
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2022"|"direct"|"Adjudicación directa"|22|22|6700631.275|1.54|78.57
"Centro Nacional de Equidad de Género y Salud Reproductiva"|"2022"|"open"|"Licitación abierta"|4|6|427281192.02|98.46|21.43
"Centro Nacional de Excelencia Tecnológica en Salud"|"2018"|"direct"|"Adjudicación directa"|6|6|221462.89|24.86|85.71
"Centro Nacional de Excelencia Tecnológica en Salud"|"2018"|"open"|"Licitación abierta"|1|1|669450|75.14|14.29
"Centro Nacional de Excelencia Tecnológica en Salud"|"2019"|"direct"|"Adjudicación directa"|3|3|318175|55.51|75
"Centro Nacional de Excelencia Tecnológica en Salud"|"2019"|"open"|"Licitación abierta"|1|1|255000|44.49|25
"Centro Nacional de Excelencia Tecnológica en Salud"|"2020"|"direct"|"Adjudicación directa"|1|1|177675|100|100
"Centro Nacional de Excelencia Tecnológica en Salud"|"2021"|"direct"|"Adjudicación directa"|1|2|354000|100|100
"Centro Nacional de Inteligencia"|"2018"|"direct"|"Adjudicación directa"|88|123|18239012.049014|17.19|73.65
"Centro Nacional de Inteligencia"|"2018"|"open"|"Licitación abierta"|17|36|76795679.4|72.38|21.56
"Centro Nacional de Inteligencia"|"2018"|"selective"|"Invitación a 3 o más"|8|8|11068330.149578|10.43|4.79
"Centro Nacional de Inteligencia"|"2019"|"direct"|"Adjudicación directa"|47|81|67566086.307898|47.47|55.86
"Centro Nacional de Inteligencia"|"2019"|"open"|"Licitación abierta"|15|62|70978791.39999999|49.87|42.76
"Centro Nacional de Inteligencia"|"2019"|"selective"|"Invitación a 3 o más"|2|2|3778699.5599999996|2.66|1.38
"Centro Nacional de Inteligencia"|"2020"|"direct"|"Adjudicación directa"|17|29|47189599.88606|50.92|74.36
"Centro Nacional de Inteligencia"|"2020"|"framework"|"Contrato marco"|1|1|73964|0.08|2.56
"Centro Nacional de Inteligencia"|"2020"|"open"|"Licitación abierta"|8|8|42822555.92|46.21|20.51
"Centro Nacional de Inteligencia"|"2020"|"selective"|"Invitación a 3 o más"|1|1|2586206.9|2.79|2.56
"Centro Nacional de Inteligencia"|"2021"|"direct"|"Adjudicación directa"|16|28|2504761.998|15.21|84.85
"Centro Nacional de Inteligencia"|"2021"|"open"|"Licitación abierta"|3|5|13962077.530000001|84.79|15.15
"Centro Nacional de Inteligencia"|"2022"|"direct"|"Adjudicación directa"|15|21|2305493.21|13.57|67.74
"Centro Nacional de Inteligencia"|"2022"|"framework"|"Contrato marco"|1|1|60344.83|0.36|3.23
"Centro Nacional de Inteligencia"|"2022"|"open"|"Licitación abierta"|3|9|14628401.92|86.08|29.03
"Centro Nacional de Metrología"|"2017"|"direct"|"Adjudicación directa"|7|8|5180098.79|17.83|80
"Centro Nacional de Metrología"|"2017"|"open"|"Licitación abierta"|2|2|23869453.844|82.17|20
"Centro Nacional de Metrología"|"2018"|"direct"|"Adjudicación directa"|164|248|63733357.273095995|79.43|89.86
"Centro Nacional de Metrología"|"2018"|"open"|"Licitación abierta"|8|12|12066895.29|15.04|4.35
"Centro Nacional de Metrología"|"2018"|"selective"|"Invitación a 3 o más"|8|16|4439868.37|5.53|5.8
"Centro Nacional de Metrología"|"2019"|"direct"|"Adjudicación directa"|146|263|24254542.989021|54.72|90.38
"Centro Nacional de Metrología"|"2019"|"framework"|"Contrato marco"|2|2|4626118.9719|10.44|0.69
"Centro Nacional de Metrología"|"2019"|"open"|"Licitación abierta"|9|10|10325836.8945|23.3|3.44
"Centro Nacional de Metrología"|"2019"|"selective"|"Invitación a 3 o más"|8|16|5117157.57|11.54|5.5
"Centro Nacional de Metrología"|"2020"|"direct"|"Adjudicación directa"|105|177|57921231.03944|76.66|91.24
"Centro Nacional de Metrología"|"2020"|"open"|"Licitación abierta"|10|11|14337522.7965|18.98|5.67
"Centro Nacional de Metrología"|"2020"|"selective"|"Invitación a 3 o más"|6|6|3295137.32|4.36|3.09
"Centro Nacional de Metrología"|"2021"|"direct"|"Adjudicación directa"|162|231|28762951.195582|37.83|86.52
"Centro Nacional de Metrología"|"2021"|"framework"|"Contrato marco"|2|2|4773480|6.28|0.75
"Centro Nacional de Metrología"|"2021"|"open"|"Licitación abierta"|15|17|35258301.5205|46.38|6.37
"Centro Nacional de Metrología"|"2021"|"selective"|"Invitación a 3 o más"|10|17|7231633.59|9.51|6.37
"Centro Nacional de Metrología"|"2022"|"direct"|"Adjudicación directa"|159|230|159462184.821882|76.83|85.5
"Centro Nacional de Metrología"|"2022"|"framework"|"Contrato marco"|2|5|9000118.36|4.34|1.86
"Centro Nacional de Metrología"|"2022"|"open"|"Licitación abierta"|14|16|35104593.899|16.91|5.95
"Centro Nacional de Metrología"|"2022"|"selective"|"Invitación a 3 o más"|7|18|3975250.2399999998|1.92|6.69
"Centro Nacional de Metrología"|"2023"|"direct"|"Adjudicación directa"|1|1|1408314.86|100|100
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2017"|"open"|"Licitación abierta"|2|2|366269100|100|100
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2018"|"direct"|"Adjudicación directa"|52|56|207495982.780976|62.18|86.15
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2018"|"open"|"Licitación abierta"|6|6|125223104|37.52|9.23
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2018"|"selective"|"Invitación a 3 o más"|1|3|1002389|0.3|4.62
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2019"|"direct"|"Adjudicación directa"|23|35|408328058.376775|100|97.22
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2019"|"framework"|"Contrato marco"|1|1|14803.32|0|2.78
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2020"|"direct"|"Adjudicación directa"|36|44|910407881.83257|99.99|97.78
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2020"|"framework"|"Contrato marco"|1|1|47977.9|0.01|2.22
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2021"|"direct"|"Adjudicación directa"|45|50|46998268.35|100|100
"Centro Nacional de Programas Preventivos y Control de Enfermedades"|"2022"|"direct"|"Adjudicación directa"|19|25|121262971.537704|100|100
"Centro Nacional de la Transfusión Sanguínea"|"2017"|"open"|"Licitación abierta"|1|1|3640163|79.2|33.33
"Centro Nacional de la Transfusión Sanguínea"|"2017"|"selective"|"Invitación a 3 o más"|1|2|955731.8|20.8|66.67
"Centro Nacional de la Transfusión Sanguínea"|"2018"|"direct"|"Adjudicación directa"|76|76|10033083.2|54.25|93.83
"Centro Nacional de la Transfusión Sanguínea"|"2018"|"open"|"Licitación abierta"|2|2|5726490|30.97|2.47
"Centro Nacional de la Transfusión Sanguínea"|"2018"|"selective"|"Invitación a 3 o más"|2|3|2733357.2|14.78|3.7
"Centro Nacional de la Transfusión Sanguínea"|"2019"|"direct"|"Adjudicación directa"|47|47|5982300.88|32.8|94
"Centro Nacional de la Transfusión Sanguínea"|"2019"|"framework"|"Contrato marco"|1|1|29250|0.16|2
"Centro Nacional de la Transfusión Sanguínea"|"2019"|"open"|"Licitación abierta"|2|2|12226322|67.04|4
"Centro Nacional de la Transfusión Sanguínea"|"2020"|"direct"|"Adjudicación directa"|16|20|6579361.4399999995|96.12|95.24
"Centro Nacional de la Transfusión Sanguínea"|"2020"|"framework"|"Contrato marco"|1|1|265500|3.88|4.76
"Centro Nacional de la Transfusión Sanguínea"|"2021"|"direct"|"Adjudicación directa"|21|21|3900852.224|100|100
"Centro Nacional de la Transfusión Sanguínea"|"2022"|"direct"|"Adjudicación directa"|22|22|7024747.48|100|100
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2017"|"direct"|"Adjudicación directa"|1|1|176340.52|100|100
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2018"|"direct"|"Adjudicación directa"|55|55|3163400688.42|99.91|96.49
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2018"|"selective"|"Invitación a 3 o más"|2|2|2717230|0.09|3.51
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2019"|"direct"|"Adjudicación directa"|113|113|5172479153.43|99.92|97.41
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2019"|"selective"|"Invitación a 3 o más"|3|3|3919456.88|0.08|2.59
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2020"|"direct"|"Adjudicación directa"|65|65|3695680634.11|100|98.48
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2020"|"framework"|"Contrato marco"|1|1|6272.58|0|1.52
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2021"|"direct"|"Adjudicación directa"|47|47|125253854.12|61|95.92
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2021"|"open"|"Licitación abierta"|1|2|80063614.96|39|4.08
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2022"|"direct"|"Adjudicación directa"|12|12|6458440.07|34.98|92.31
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2022"|"open"|"Licitación abierta"|1|1|12006372|65.02|7.69
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2019"|"direct"|"Adjudicación directa"|15|15|2229459831.7|100|100
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2020"|"direct"|"Adjudicación directa"|11|11|1392970787.12|100|100
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2021"|"direct"|"Adjudicación directa"|2|2|399726.72|100|100
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2022"|"direct"|"Adjudicación directa"|2|2|178068.97|100|100
"Centro Regional de Alta Especialidad de Chiapas"|"2017"|"direct"|"Adjudicación directa"|7|11|78589515.8|41.89|55
"Centro Regional de Alta Especialidad de Chiapas"|"2017"|"open"|"Licitación abierta"|8|9|109031781.74|58.11|45
"Centro Regional de Alta Especialidad de Chiapas"|"2018"|"direct"|"Adjudicación directa"|139|139|205808092.56|48.2|65.57
"Centro Regional de Alta Especialidad de Chiapas"|"2018"|"open"|"Licitación abierta"|34|69|216008855.834|50.59|32.55
"Centro Regional de Alta Especialidad de Chiapas"|"2018"|"selective"|"Invitación a 3 o más"|4|4|5163524.22|1.21|1.89
"Centro Regional de Alta Especialidad de Chiapas"|"2019"|"direct"|"Adjudicación directa"|174|174|135212347.32|22.79|69.88
"Centro Regional de Alta Especialidad de Chiapas"|"2019"|"open"|"Licitación abierta"|39|74|457299419.39|77.06|29.72
"Centro Regional de Alta Especialidad de Chiapas"|"2019"|"selective"|"Invitación a 3 o más"|1|1|890000|0.15|0.4
"Centro Regional de Alta Especialidad de Chiapas"|"2020"|"direct"|"Adjudicación directa"|121|121|163554423.56|40.33|71.6
"Centro Regional de Alta Especialidad de Chiapas"|"2020"|"open"|"Licitación abierta"|33|48|241953676.93|59.67|28.4
"Centro Regional de Alta Especialidad de Chiapas"|"2021"|"direct"|"Adjudicación directa"|186|186|107322983.67999999|27.21|71.26
"Centro Regional de Alta Especialidad de Chiapas"|"2021"|"open"|"Licitación abierta"|32|75|287031016.07|72.79|28.74
"Centro Regional de Alta Especialidad de Chiapas"|"2022"|"direct"|"Adjudicación directa"|234|234|122021043.12|23.34|68.42
"Centro Regional de Alta Especialidad de Chiapas"|"2022"|"open"|"Licitación abierta"|37|106|396845394.08|75.89|30.99
"Centro Regional de Alta Especialidad de Chiapas"|"2022"|"selective"|"Invitación a 3 o más"|1|2|4036666.65|0.77|0.58
"Centro de Capacitación Cinematográfica, A.C."|"2018"|"direct"|"Adjudicación directa"|300|300|15133145.91|88.2|99.01
"Centro de Capacitación Cinematográfica, A.C."|"2018"|"selective"|"Invitación a 3 o más"|3|3|2025219.6400000001|11.8|0.99
"Centro de Capacitación Cinematográfica, A.C."|"2019"|"direct"|"Adjudicación directa"|366|366|19033481.646968|83.12|97.86
"Centro de Capacitación Cinematográfica, A.C."|"2019"|"framework"|"Contrato marco"|2|2|303847.35|1.33|0.53
"Centro de Capacitación Cinematográfica, A.C."|"2019"|"selective"|"Invitación a 3 o más"|6|6|3562326.43|15.56|1.6
"Centro de Capacitación Cinematográfica, A.C."|"2020"|"direct"|"Adjudicación directa"|285|285|14513631.89|86.09|98.96
"Centro de Capacitación Cinematográfica, A.C."|"2020"|"selective"|"Invitación a 3 o más"|3|3|2344717.23|13.91|1.04
"Centro de Capacitación Cinematográfica, A.C."|"2021"|"direct"|"Adjudicación directa"|283|283|17355702.66|78.12|96.59
"Centro de Capacitación Cinematográfica, A.C."|"2021"|"framework"|"Contrato marco"|3|3|347300.5|1.56|1.02
"Centro de Capacitación Cinematográfica, A.C."|"2021"|"selective"|"Invitación a 3 o más"|5|7|4514946.99|20.32|2.39
"Centro de Capacitación Cinematográfica, A.C."|"2022"|"direct"|"Adjudicación directa"|363|363|23831562.721|93.84|98.91
"Centro de Capacitación Cinematográfica, A.C."|"2022"|"framework"|"Contrato marco"|2|2|381516|1.5|0.54
"Centro de Capacitación Cinematográfica, A.C."|"2022"|"selective"|"Invitación a 3 o más"|2|2|1183472.44|4.66|0.54
"Centro de Capacitación Cinematográfica, A.C."|"2023"|"direct"|"Adjudicación directa"|2|2|525643.96|100|100
"Centro de Enseñanza Técnica Industrial"|"2017"|"direct"|"Adjudicación directa"|42|45|4948758.3|13.57|69.23
"Centro de Enseñanza Técnica Industrial"|"2017"|"framework"|"Contrato marco"|1|1|9719155.85|26.65|1.54
"Centro de Enseñanza Técnica Industrial"|"2017"|"open"|"Licitación abierta"|6|19|21806464.53|59.79|29.23
"Centro de Enseñanza Técnica Industrial"|"2018"|"direct"|"Adjudicación directa"|92|92|17026781.4|20.11|85.19
"Centro de Enseñanza Técnica Industrial"|"2018"|"framework"|"Contrato marco"|1|2|23215911.32|27.43|1.85
"Centro de Enseñanza Técnica Industrial"|"2018"|"open"|"Licitación abierta"|9|14|44407476.93|52.46|12.96
"Centro de Enseñanza Técnica Industrial"|"2019"|"direct"|"Adjudicación directa"|119|119|22439188.8|38.32|77.78
"Centro de Enseñanza Técnica Industrial"|"2019"|"framework"|"Contrato marco"|2|2|10967572.81|18.73|1.31
"Centro de Enseñanza Técnica Industrial"|"2019"|"open"|"Licitación abierta"|12|32|25144985.13|42.94|20.92
"Centro de Enseñanza Técnica Industrial"|"2020"|"direct"|"Adjudicación directa"|110|123|15385325.64|47.89|83.11
"Centro de Enseñanza Técnica Industrial"|"2020"|"framework"|"Contrato marco"|5|6|4824897.22|15.02|4.05
"Centro de Enseñanza Técnica Industrial"|"2020"|"open"|"Licitación abierta"|5|19|11918575.97|37.1|12.84
"Centro de Enseñanza Técnica Industrial"|"2021"|"direct"|"Adjudicación directa"|76|130|11611514.59|12.23|71.43
"Centro de Enseñanza Técnica Industrial"|"2021"|"framework"|"Contrato marco"|4|8|54527470.22|57.41|4.4
"Centro de Enseñanza Técnica Industrial"|"2021"|"open"|"Licitación abierta"|10|42|20742488.13|21.84|23.08
"Centro de Enseñanza Técnica Industrial"|"2021"|"selective"|"Invitación a 3 o más"|1|2|8091900|8.52|1.1
"Centro de Enseñanza Técnica Industrial"|"2022"|"direct"|"Adjudicación directa"|76|84|12161706|32.92|75
"Centro de Enseñanza Técnica Industrial"|"2022"|"framework"|"Contrato marco"|3|3|5109385.86|13.83|2.68
"Centro de Enseñanza Técnica Industrial"|"2022"|"open"|"Licitación abierta"|10|25|19677359.64|53.26|22.32
"Centro de Enseñanza Técnica Industrial"|"2023"|"direct"|"Adjudicación directa"|9|9|1649183.88|23.86|90
"Centro de Enseñanza Técnica Industrial"|"2023"|"selective"|"Invitación a 3 o más"|1|1|5261319|76.14|10
"Centro de Ingeniería y Desarrollo Industrial"|"2017"|"direct"|"Adjudicación directa"|1|1|61188.89|0.06|14.29
"Centro de Ingeniería y Desarrollo Industrial"|"2017"|"open"|"Licitación abierta"|6|6|110917108.39|99.94|85.71
"Centro de Ingeniería y Desarrollo Industrial"|"2018"|"open"|"Licitación abierta"|3|3|58822598.59|79.01|27.27
"Centro de Ingeniería y Desarrollo Industrial"|"2018"|"selective"|"Invitación a 3 o más"|7|8|15629152.77|20.99|72.73
"Centro de Ingeniería y Desarrollo Industrial"|"2019"|"open"|"Licitación abierta"|7|7|177779912.22|94.05|46.67
"Centro de Ingeniería y Desarrollo Industrial"|"2019"|"selective"|"Invitación a 3 o más"|8|8|11253953.41|5.95|53.33
"Centro de Ingeniería y Desarrollo Industrial"|"2020"|"framework"|"Contrato marco"|2|2|5120311.5|5.73|16.67
"Centro de Ingeniería y Desarrollo Industrial"|"2020"|"open"|"Licitación abierta"|9|10|84206106.53999999|94.27|83.33
"Centro de Ingeniería y Desarrollo Industrial"|"2021"|"direct"|"Adjudicación directa"|6|8|13122343.24871|15.22|53.33
"Centro de Ingeniería y Desarrollo Industrial"|"2021"|"framework"|"Contrato marco"|1|2|4530172.57|5.25|13.33
"Centro de Ingeniería y Desarrollo Industrial"|"2021"|"open"|"Licitación abierta"|3|5|68573611.29|79.53|33.33
"Centro de Ingeniería y Desarrollo Industrial"|"2022"|"direct"|"Adjudicación directa"|99|101|9278760.303114|100|100
"Centro de Ingeniería y Desarrollo Industrial"|"2023"|"direct"|"Adjudicación directa"|47|47|3558838.1398|100|100
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2017"|"direct"|"Adjudicación directa"|52|52|12184221.5217|100|100
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2018"|"direct"|"Adjudicación directa"|458|459|51427726.544613|83.48|99.14
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2018"|"open"|"Licitación abierta"|3|4|10176332|16.52|0.86
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2019"|"direct"|"Adjudicación directa"|230|235|40069280.32973|60.42|97.92
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2019"|"open"|"Licitación abierta"|5|5|26251124.7|39.58|2.08
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2020"|"direct"|"Adjudicación directa"|154|154|36590525.758414|75.03|95.65
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2020"|"open"|"Licitación abierta"|6|7|12176194.09|24.97|4.35
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2021"|"direct"|"Adjudicación directa"|240|240|54160984.381831|85.57|96
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2021"|"framework"|"Contrato marco"|5|6|5706948.24|9.02|2.4
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2021"|"open"|"Licitación abierta"|4|4|3425808.67|5.41|1.6
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2022"|"direct"|"Adjudicación directa"|212|213|55443521.000925|85.24|95.95
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2022"|"open"|"Licitación abierta"|7|8|9365073.21|14.4|3.6
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2022"|"selective"|"Invitación a 3 o más"|1|1|235000|0.36|0.45
"Centro de Investigaciones en Óptica, A.C."|"2017"|"open"|"Licitación abierta"|1|1|3082613.67|100|100
"Centro de Investigaciones en Óptica, A.C."|"2018"|"direct"|"Adjudicación directa"|60|152|62331585.351909705|64.09|96.2
"Centro de Investigaciones en Óptica, A.C."|"2018"|"framework"|"Contrato marco"|1|1|2533080.06|2.6|0.63
"Centro de Investigaciones en Óptica, A.C."|"2018"|"open"|"Licitación abierta"|3|3|30441161.46|31.3|1.9
"Centro de Investigaciones en Óptica, A.C."|"2018"|"selective"|"Invitación a 3 o más"|1|2|1943769.8599999999|2|1.27
"Centro de Investigaciones en Óptica, A.C."|"2019"|"direct"|"Adjudicación directa"|80|92|9848736.558804|60.06|91.09
"Centro de Investigaciones en Óptica, A.C."|"2019"|"framework"|"Contrato marco"|1|1|2268278.87|13.83|0.99
"Centro de Investigaciones en Óptica, A.C."|"2019"|"open"|"Licitación abierta"|3|7|3790892.854024|23.12|6.93
"Centro de Investigaciones en Óptica, A.C."|"2019"|"selective"|"Invitación a 3 o más"|1|1|489444|2.98|0.99
"Centro de Investigaciones en Óptica, A.C."|"2020"|"direct"|"Adjudicación directa"|70|72|9226515.500287|75.6|94.74
"Centro de Investigaciones en Óptica, A.C."|"2020"|"framework"|"Contrato marco"|1|1|1310815.1|10.74|1.32
"Centro de Investigaciones en Óptica, A.C."|"2020"|"open"|"Licitación abierta"|2|3|1667522.84|13.66|3.95
"Centro de Investigaciones en Óptica, A.C."|"2021"|"direct"|"Adjudicación directa"|48|54|8270373.773344|60.62|77.14
"Centro de Investigaciones en Óptica, A.C."|"2021"|"framework"|"Contrato marco"|5|5|1791011.7799999998|13.13|7.14
"Centro de Investigaciones en Óptica, A.C."|"2021"|"open"|"Licitación abierta"|3|11|3582589.02|26.26|15.71
"Centro de Investigaciones en Óptica, A.C."|"2022"|"direct"|"Adjudicación directa"|39|42|12898444.545056|62.3|79.25
"Centro de Investigaciones en Óptica, A.C."|"2022"|"framework"|"Contrato marco"|2|2|3684517.65|17.8|3.77
"Centro de Investigaciones en Óptica, A.C."|"2022"|"open"|"Licitación abierta"|4|9|4119237.73812|19.9|16.98
"Centro de Investigaciones en Óptica, A.C."|"2023"|"direct"|"Adjudicación directa"|2|2|136039.97999999998|100|100
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2017"|"direct"|"Adjudicación directa"|7|7|6232150.9569|19.47|43.75
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2017"|"open"|"Licitación abierta"|5|8|25034938.04|78.19|50
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2017"|"selective"|"Invitación a 3 o más"|1|1|749250.3|2.34|6.25
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2018"|"direct"|"Adjudicación directa"|75|75|27594461.89888|66.55|76.53
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2018"|"framework"|"Contrato marco"|3|3|2969559.149879|7.16|3.06
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2018"|"open"|"Licitación abierta"|4|16|9997332.81|24.11|16.33
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2018"|"selective"|"Invitación a 3 o más"|1|4|902968.9|2.18|4.08
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2019"|"direct"|"Adjudicación directa"|160|160|37493311.5565|87.21|96.97
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2019"|"open"|"Licitación abierta"|3|5|5500864.63|12.79|3.03
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2020"|"direct"|"Adjudicación directa"|124|124|25572284.86316|39.28|93.23
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2020"|"framework"|"Contrato marco"|3|4|2168190.84|3.33|3.01
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2020"|"open"|"Licitación abierta"|3|4|34954309.5|53.69|3.01
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2020"|"selective"|"Invitación a 3 o más"|1|1|2403164.88|3.69|0.75
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2021"|"direct"|"Adjudicación directa"|112|112|24859461.009999998|58.62|91.06
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2021"|"framework"|"Contrato marco"|2|7|3679630|8.68|5.69
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2021"|"open"|"Licitación abierta"|3|4|13865533.06|32.7|3.25
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2022"|"direct"|"Adjudicación directa"|132|135|44961003.84|62.33|90.6
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2022"|"framework"|"Contrato marco"|5|12|16551405.63|22.95|8.05
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2022"|"open"|"Licitación abierta"|2|2|10618939.24|14.72|1.34
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2023"|"direct"|"Adjudicación directa"|1|1|253400|100|100
"Centro de Investigación Científica de Yucatán, A.C."|"2017"|"open"|"Licitación abierta"|3|3|24107109.362|100|100
"Centro de Investigación Científica de Yucatán, A.C."|"2018"|"direct"|"Adjudicación directa"|253|253|25383814.067518|39.01|96.93
"Centro de Investigación Científica de Yucatán, A.C."|"2018"|"open"|"Licitación abierta"|8|8|39692376.65|60.99|3.07
"Centro de Investigación Científica de Yucatán, A.C."|"2019"|"direct"|"Adjudicación directa"|203|203|15792949.991061|42.21|95.75
"Centro de Investigación Científica de Yucatán, A.C."|"2019"|"open"|"Licitación abierta"|7|8|21106516.75|56.41|3.77
"Centro de Investigación Científica de Yucatán, A.C."|"2019"|"selective"|"Invitación a 3 o más"|1|1|515569.44|1.38|0.47
"Centro de Investigación Científica de Yucatán, A.C."|"2020"|"direct"|"Adjudicación directa"|195|195|15724179.006381|62.2|96.53
"Centro de Investigación Científica de Yucatán, A.C."|"2020"|"open"|"Licitación abierta"|6|6|8763720.209999999|34.66|2.97
"Centro de Investigación Científica de Yucatán, A.C."|"2020"|"selective"|"Invitación a 3 o más"|1|1|793770.76|3.14|0.5
"Centro de Investigación Científica de Yucatán, A.C."|"2021"|"direct"|"Adjudicación directa"|249|249|33238877.781438|43.84|94.32
"Centro de Investigación Científica de Yucatán, A.C."|"2021"|"framework"|"Contrato marco"|1|1|3214727.52|4.24|0.38
"Centro de Investigación Científica de Yucatán, A.C."|"2021"|"open"|"Licitación abierta"|8|12|38779515.62|51.15|4.55
"Centro de Investigación Científica de Yucatán, A.C."|"2021"|"selective"|"Invitación a 3 o más"|2|2|585164.52|0.77|0.76
"Centro de Investigación Científica de Yucatán, A.C."|"2022"|"direct"|"Adjudicación directa"|136|137|13615630.132644|85.18|97.16
